epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,0.5872465492522672,0.6517244069912609,0.6059128865693306,0.3411255935741103,0.7509516380655227,0.6603011657188377
2,0.3917108204108797,0.7767478152309613,0.7344069486293359,0.28001707095298306,0.8002184087363494,0.7260440005289474
3,0.33010160516338255,0.8131398252184769,0.772418832856064,0.2250536237022434,0.8686427457098284,0.7793790302448621
4,0.298491269217039,0.8339497503121098,0.7957076932319082,0.2125614770712235,0.8786583463338533,0.7947970659893605
5,0.27489463220560895,0.8458333333333333,0.8095806847405235,0.242787799840145,0.8580655226209049,0.7683151177502353
6,0.25371185831362836,0.8576310861423221,0.8231769994041224,0.20620558684311122,0.8921684867394696,0.8107682125377655
7,0.23570134736709158,0.8655196629213483,0.8316105939013482,0.19013505450276985,0.8850234009360375,0.79999567004251
8,0.22318083623124196,0.873579900124844,0.8417061647805372,0.19162614417754917,0.878814352574103,0.7953759827288078
9,0.21614663031059184,0.8785112359550562,0.8467869560378144,0.17955817739184302,0.9008736349453978,0.8235305042607816
10,0.20189754247395658,0.8862515605493133,0.8564424230365288,0.192469972041777,0.9068642745709828,0.829972247819368
11,0.1911134297988574,0.8927668539325843,0.8635941854330672,0.19031365002756837,0.9070514820592823,0.8285931690477808
12,0.18306737341935492,0.8977137952559301,0.869062845035626,0.18076786825883778,0.9131669266770671,0.8404563298201202
13,0.17738135483408912,0.9015527465667915,0.874235051655058,0.17691230043710765,0.9126365054602185,0.8422757266500829
14,0.16873282378751053,0.9078183520599251,0.8816642978223507,0.166013474936151,0.9232449297971919,0.8566230889317036
15,0.1632792680762643,0.910666354556804,0.8850440835404563,0.1884451366614626,0.9256786271450858,0.8609693876493714
16,0.15583413787925623,0.915082709113608,0.890057211348083,0.18462355623937063,0.9217160686427457,0.8541080859332285
17,0.15199204398349356,0.9164950062421973,0.8922644997569986,0.16585258575746217,0.9324492979719189,0.8706989791776417
18,0.14636178303733188,0.9204509987515606,0.8972398961425074,0.1654483663731846,0.9317628705148205,0.8650878653903884
19,0.14241656298457311,0.9227684144818976,0.9001645439224524,0.1845313536889514,0.9277379095163807,0.8706394127148638
20,0.13614534676451698,0.9255696004993758,0.9037717205234955,0.18381085218324117,0.9371294851794072,0.8731469195187591
21,0.13091497893716103,0.9285736579275905,0.9080010348446674,0.18810287208120555,0.9316692667706709,0.8740511645743333
22,0.13011746858775652,0.9301107990012485,0.9094558154414395,0.15650559455493404,0.9402184087363494,0.8842401554622888
23,0.12656768421280884,0.9325452559300874,0.913250326477632,0.163283159974236,0.9360374414976599,0.8788321588179978
24,0.12382079589898035,0.9328027465667915,0.9129987492728873,0.19769224102081448,0.9399375975039002,0.8821875031998404
25,0.12018682694716028,0.9361345193508115,0.9173278534385406,0.17357475426797747,0.94399375975039,0.8947445168133278
26,0.11710195526406261,0.9375,0.919645087801323,0.16097354618428558,0.9358502340093604,0.8774834485061012
27,0.11246390453122379,0.9410346441947566,0.923504039083223,0.15904163371225274,0.9483307332293291,0.8972972516208415
28,0.1100905995592754,0.9420333957553059,0.9247972856381864,0.17062652767628617,0.9489547581903276,0.9007141055777296
29,0.10902687516175659,0.9438456952811245,0.9273216725901047,nan,0.06546021840873635,0.01755384126240399
30,0.10708900140126659,0.9428535856573705,0.9255734189308689,nan,nan,nan
