epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,0.5774331748355342,0.6644116729088639,0.6174145144590168,0.33802655778790414,0.7631513260530421,0.6712088460851068
2,0.37133734041962135,0.7941479400749064,0.7529533003269053,0.2658249986336774,0.8216224648985959,0.7454129035158136
3,0.3115803878721822,0.8260377652933832,0.7883077323774023,0.24252822186536332,0.8691107644305772,0.784482505999077
4,0.2876712637294209,0.8414559925093633,0.8046110304303994,0.23131059470361276,0.8544461778471139,0.7615524048316896
5,0.2655167412008165,0.8516073657927591,0.8168524069452054,0.23244437678776647,0.8572854914196568,0.771525427707053
6,0.24869700828695043,0.860330836454432,0.825731281950149,0.20393117088016685,0.8968486739469579,0.8196692221463394
7,0.22961502157886526,0.8690621098626716,0.8358490593189603,0.2027471451973906,0.8825585023400936,0.797373677107648
8,0.22059865361626044,0.874438202247191,0.8436408082943494,0.23652590679211102,0.8666458658346334,0.7753026467284673
9,0.20924766669038233,0.880165418227216,0.8496587502942333,0.18681277485451023,0.9036193447737909,0.8290227174813111
10,0.19779102812461863,0.8886470037453184,0.8603158821811058,0.23576610997098377,0.8826209048361935,0.7975922893175033
11,0.1886613171796469,0.8918929463171036,0.8637465878285715,0.19992736080809614,0.8917316692667707,0.8124558996719999
12,0.17919693422153796,0.8960986267166042,0.8688781512144322,0.17801293424181,0.9125741029641186,0.8393157770281968
13,0.17344723327385353,0.8995006242197253,0.8740741400094325,0.2114062065151106,0.9190327613104524,0.8540504494785731
14,0.16569316347086624,0.90374531835206,0.8788260014101328,0.19929216946807926,0.9144461778471139,0.84159852481232
15,0.1599341532266635,0.9070224719101123,0.8831806034186586,0.21640539658632182,0.8969422776911077,0.8184634881024043
16,0.15409039151988524,0.9105727215980025,0.8865603620169675,0.19829605067326062,0.9086427457098284,0.8344725745892335
17,0.11524076328965162,0.932334581772784,0.9141492140688993,0.1763491166038395,0.9366926677067082,0.8769668131932941
18,0.10327108033726948,0.938998127340824,0.9227291746806172,0.16540901656531368,0.9269266770670826,0.8606449098204269
19,0.09472835829479156,0.9434925093632959,0.9281359813900456,0.16318313650304506,0.9261154446177847,0.8598900723129841
20,0.09119249031705766,0.9471988139825218,0.9325312260767832,0.16548890735826188,0.9390015600624025,0.8842550589716955
21,0.08536286638554338,0.9512484394506866,0.9383135796563208,0.15223134838189936,0.9463650546021841,0.8945171200439536
22,0.08333335115914971,0.9539559925093632,0.940952951300352,0.14904031974604925,0.9474882995319813,0.8965916652557752
23,0.07890997467871834,0.9571551186017478,0.9450965545351081,0.1631284593392088,0.9395007800312013,0.8825358929213173
24,0.07793217646876599,0.9582162921348315,0.9457363668307164,0.16589821563664586,0.9529485179407177,0.9075241105902635
25,0.0732659423661031,0.9610642946317104,0.9498546735569485,0.1527504845582495,0.9517628705148206,0.9017659769615606
26,0.07287003511769904,0.9615792759051186,0.9509210011038215,0.14473951974317037,0.9504836193447738,0.8947404614248139
27,0.06795894815406289,0.9645911360799001,0.954160571138592,0.14728693667154139,0.9598439937597504,0.9144248259175362
28,0.06567388368716996,0.9658941947565544,0.9556735160179759,0.15610777010714022,0.9535725429017161,0.905132414117526
29,0.06319290556236823,0.9678136704119851,0.9584666941473908,0.13788488429173384,0.9579407176287051,0.9120858735778098
30,0.06196854498525721,0.9679853308364544,0.9580112772455126,0.15249033644342105,0.9580655226209048,0.9144808374225322
31,0.04632720070008593,0.9770131086142322,0.9703286093786598,0.15073952288231732,0.9645241809672387,0.9246733917782298
32,0.04292412829142385,0.9788077403245943,0.9726321653980801,0.14332910146633984,0.9630265210608424,0.920213497492677
