epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,0.5927903366204207,0.6478620474406991,0.6023841431057446,0.3457304128702271,0.7365990639625585,0.6516566033538845
2,0.4035153559345133,0.7646535580524345,0.7224281142853989,0.2628055504429359,0.8132293291731669,0.723798915530329
3,0.33313896055990244,0.8080914481897628,0.7681233652839218,0.21361243977340727,0.8749141965678627,0.7873452313528023
4,0.29326996768681746,0.8345973782771535,0.795761976010106,0.2044774950872206,0.8616848673946957,0.7789567851158453
5,0.26187786862263446,0.8513888888888889,0.8156369828250408,0.1975384431715921,0.865179407176287,0.7818612048956606
6,0.2383941396554646,0.865753745318352,0.8325377755963965,0.17063097714099237,0.9033697347893915,0.8275559383286438
7,0.2165981595017267,0.8771067415730337,0.8451046277400474,0.16279437999817864,0.9010296411856474,0.8239793938886513
8,0.20365863415585847,0.8838561173533084,0.8537257849443202,0.17079318585272374,0.8961622464898596,0.8171733040987156
9,0.18934587088417024,0.8920333957553058,0.8638151722935146,0.16248957605541403,0.9042433697347894,0.8243547064913329
10,0.15099603660502348,0.9142088014981273,0.891118928103527,0.14789830252679295,0.9215288611544462,0.852208539572331
11,0.13832724836077098,0.9193820224719101,0.8977594778037691,0.14404480813271636,0.9243369734789392,0.8561431351863187
12,0.12890283687786663,0.9257412609238452,0.9057363326465767,0.14447317397980347,0.9367238689547582,0.8771813327156711
13,0.12446431443606795,0.9278089887640449,0.9086007775277167,0.14031645603896395,0.9412792511700468,0.8817104892888408
14,0.11591651596980036,0.9320146691635456,0.914071274505756,0.14295680535855512,0.9307644305772231,0.8685407055491542
15,0.11270624499502924,0.9329978152309613,0.9155073422902564,0.1417376003585256,0.937628705148206,0.8745882826788297
16,0.10624155110787697,0.9380930087390762,0.9216053272805945,0.13867882151929617,0.9343213728549142,0.8735521086951443
17,0.0924367177068778,0.946707240948814,0.9325545683622662,0.13201608604799472,0.9442121684867395,0.8870822771231077
18,0.08526512331535084,0.9510299625468165,0.9377432652237102,0.13444686241761755,0.940374414976599,0.8819890324453705
19,0.08231564106282484,0.9536906991260924,0.9409923608594264,0.13351648508386568,0.9481747269890796,0.893879571366376
20,0.07957407259376494,0.9578105493133583,0.9459210345336813,0.14140688219385195,0.9491419656786272,0.8959858939618117
21,0.07690589618607518,0.959277465667915,0.9473919369989552,0.13686414571162225,0.9561934477379095,0.9047479623607667
22,0.07441618752418162,0.9621332709113608,0.9514226515333808,0.1359055653378344,0.9577535101404057,0.9082759988782476
23,0.07345440781346235,0.9626794631710363,0.9518490405721934,0.13236502871382255,0.958408736349454,0.9081259535095765
24,0.071470522931713,0.9635923845193508,0.9526311930510543,0.13148923866869228,0.9605616224648986,0.9119356997424407
25,0.06957409230482936,0.9648564294631711,0.9543347219627767,0.13458811169981305,0.9624960998439938,0.916622625384289
26,0.06902581862337916,0.965980024968789,0.9559649697029052,0.13921405133040107,0.9603432137285491,0.9118354941076879
27,0.06645059492439032,0.9675717852684145,0.9578177344481205,0.14213491820589336,0.9609984399375975,0.9129815866962427
28,0.06344156837516399,0.9683988764044944,0.9587821484612025,0.14323601664519067,0.9587519500780031,0.9094148920364605
29,0.056649928587662074,0.9736579275905118,0.9658521552174953,0.13487907158847254,0.9615600624024961,0.9124991142763069
30,0.055174970402197446,0.9740480649188514,0.9659769175760575,0.13218659753569761,0.9681435257410297,0.9262550971897664
31,0.054769783335669286,0.9740948813982522,0.9661160418533726,0.13706313550902324,0.9654290171606864,0.9198186518831479
32,0.05189659808589129,0.9750468164794007,0.9674559832999429,0.1340645075184925,0.9694851794071763,0.9273957195830739
